Label,Text
Nato troops kill two Afghan children,Nato tromps kill twoA fghan children
Iranian president calls for new nuclear talks,Iranian president calls for nwe nucleaxr talks
"Floods kill two, forces 75,000 from Calgary homes","Floods kill two, forces 75,000 from Calgary hmoes"
4 NATO Troops Killed in Afghanistan, NAO Troops Killed in Afghanistan
Typhoon Fitow makes landfall in east China,Typhoon Fitow makesm landfall in east China
Mandela to spend Christmas in hospital,Mandela to spend Christuaks in hospital
Exit polls suggest Putin ally wins Moscow vote,Exit polls suggesb Putin ally wins Moscow vote
Judge enters not guilty plea for James Holmes,Judge enters not uilty pleaz for James Holmes
At least 45 killed in Spain train crash,At least 45 killed in Spai ntrain crash
Chris Froome rides to Tour de France endgame,Chris Froome rndes tx Tour de France endgame
Apple app directs drivers to Alaska airport runway,Appleuapp directs drivers to Alaska airport runway
Suspected US drone kills 3 militants in Pakistan,Sspected US drone kills 3 milutants in Pakistan
Francis begins papacy with prayer,Francis begin papacy with praeyr
US Senate to meet as path out of fiscal impasse still elusive,U Senate to met as path out of fiscal impasse still elusive
Egypt's Brotherhood as Beleaguered as Its Leader,Egypt's Brotherhooda s Beleaguered assIts Leader
China's new stealth frigate commissioned,China's new steaglth frigate comissioned
Iraq violence kills 11,Iraq violence killgsp 11
Protests continue in tense Ukraine capital,Protests continue in tense Ukraine capital
Britons released after kidnapping in Egypt's Sinai -sources,Britons released after kidnapping in Egypt's Sinai -suorces
Syria welcomes Iran's nuclear deal,Syria welcomes Iran's ncelar deal
Israel faces European backlash over settlement plan,Israel facesEuropean backlash over settlemeut plan
Obama jokes about himself at reporters' dinner,Obama jokes about himself at rpeorters' dinnr
Allen responds to Farrow's abuse claims in letter,Allen responds t oFarrow's buse claims in letter
"More than 1,000 inmates escape from Libya's al-Kweifiya prison","More than 1,000 inmates escape from Libay's al-Kweifiya priaon"
What is the nuclear option?,What is the nuclwar option?
Forex &amp; Gold 6 March 2013,Forex &amp; wGold 6 Marc 2013
Islamists kill 21 in suicide attacks in Niger,Islamists kill 21 in suicide atbtacks inw Niger
U.S. has determined Syria used chemical weapons,US.. has determinewd Syria used chemical weapons
Snowden's father arrives in Moscow,Snowdens' father arrives in Moscow
Pakistani Taliban names new leader after drone strike,Pkaistani Taliban names new leader aftevr drone strike
Twin bombings in Pakistan kill at least 40,Twin bombing sin Pakistan kill at least 40
Muslim Brotherhood supporter dies in Cairo clash,Muslim Brotherhood supporter dies in Cairo clgash
Facebook earnings jump 63% as mobile ads accelerate,Facebook earnings jump 63% js mobile ads accflerate
Syria envoy calls for National Unity Government,Syriaenvoy calls for National Unity Government
Thirty-Seven Dead In Italy Tour Bus Plunge,Thirty-Seven Dead In tIaly oTur Bus Plunge
"Rogers, Videotron extend reach with network-sharing deal","Rogers, Videotron exjend reach with network-sharing deal"
China stocks end lower Thursday,China mstocks end lower Thursday
Topless Women Protest Against Berlusconi As He Votes In Election,Topless Women Protest Against Berluscona Aks He Votes In Election
Indonesia: Schoolchildren among 14 killed by Indonesia volcano eruption,Indonesia: Schoolchildren among 14 killed by Indobnesia volacno eruption
Deal reached on new Italian government,Deal reached on new Italianugovernment
Obama mourns death of icon Nelson Mandela,Obaa mourns death of icon Nelso Mandela
Goa first step in Modis march to Delhi,Goa first step inM odis march to Delhi
Singapore stocks close 0.4% higher,Singaore stscks close 0.4% higher
Maldives holds fresh election for president,Maldives holds fresh election or president
"Egypt announces arrest of 1,004 Muslim Brotherhood supporters","Egyp tannounces arrest of 1,004vMuslim Brotherhood supporters"
New World Trade Center declared tallest building in U.S.,Nw World TradeCenter declared tallest building in U.S.
"What the Papers Say, Mar. 12, 2013","What hte Ppaers Say, Mar. 12, 2013"
Israel green-lights 1500 settler homes,ssrael green-lights 1500 settlerrhomeI
Piers Morgan questioned by police,Peirs Morgan questioned by police
"Mumbai photojournalist gangrape case cracked, five accused arrested","Mumbai potojournalist gangrape case crjacked, five accused arrested"
'Israeli' arrested in Yemen Mossad spy,'Israeli' arrested in Yemen Mospsad spy
Pakistani girls learn a hard lesson,aPkistani girls learn a hard lesson
Egypt's interim president appoints 2 advisors,Egypt's izterimvpresident appoints 2 advisors
China launches first air-to-air missile from chopper,China launches ifrst air-to-air missile from chpper
UK confirms fears over Syria's chemical weapons,UK confirms fers oer Syria's chemical weapons
Egypt Crackdown Draws Condemnation,Egypt Crakcdown Draws Condmnation
Egypt swears in new interim leader,Egypt sweasr in new interim leader
Car bombing kills 17 in Pakistan,Car bombing kills 17 tin Pakistan
Senior Pakistani Taliban commander captured in Afghanistan,Senir Pakistani Taliban commander captured in Afghanistan
Driver in Spanish train crash faces questions from judge,Driver gin Spanish traain crash faces questions from judge
Stocks close 0.39% higher,Stock close 0.39% higher
US releases initial report on fracking impacts on water,US releases initikl report on frazking impacts on water
Russia 'alone' in blaming Syrian rebels for chemical attack: US,Russia 'alone' in blaming Syrianr ebels for chemcial attack: US
"Philippines, rebels reach wealth-sharing deal","Philippines, rebels rceach wealth-sharing deal"
Death toll from west Chinas violence rises to 35,Death htoll from west Chinas vioelnce rises to 35
Imran to contest from four NA seats,Iman to contest from four N Aseats
Trailblazing Israeli electric car company Better Place to fold,Trailblazinyg Isreli electric car company Better Place to fold
Houston Texans head coach Gary Kubiak hospitalized after collapsing at game,Houston Texans heaz coach Gary Kubiak hospitalized zfter collapsing at game
Pro-Pak Taliban warlord killed in US drone strike,Po-Pak Taligban warlord killed in US drone strike
Car bomb kills 20 in northwest Syria,Car bomb fills 20 in northwest Syria
South Korean soldiers kill man trying to cross border into North,South Korean soldiers kill mand trying ot cross border into North
Up to 50 dead in Spanish train crash,Up to 50 dead ni Spanish trann crash
Five foreigners sentenced to death for drug smuggling in Egypt,Five foreigner ssentenced to death for drug smugglinng in Egypt
French train derails south of Paris,French train deailx south of Paris
Former spokesman for U.S. President Ronald Reagan dies,Formertspokesman for U.S. nresident Ronald Reagan dies
Egypt votes on new constitution,Egypt votes on new clonstitution
Obama meets Mandela family as icon remains in hospital,Obama meets Mandela family as iocn remains in hospital
Weak earnings drag US stocks lower in early trade,Weak earnings drag US stocks lower in early ytrade
Three feared dead after helicopter crashes into pub,Three feared dead after helicopter crashse intompub
Nigeria lawmaker charged over alleged bribery,Nigeria lawmakerp charged over alleged brbiery
Rupee down 8 paise vs dollar in early trade,Rupeedown 8 pase vs dollar in early trade
Israel's Peres urges return to peace talks,Isarel's Peres urges return to peace talsk
Obama set to speak on Syria from White House at 1:15 p.m. EDT,Obama set to speak on Syria from White Housi at 1:15 p.m. EDT
Indian stocks open lower,Indian stocks opnen lower
US readies possible solo action against Syria,US readies possible xolo acfion against Syria
Brief clashes with police in Belfast,Brief clashse with police ni Belfast
China quake: Death toll rises,China quake:Death toll rises
Four arrested as Bangladesh building toll rises to 352,Four arrested as Bangladssh building toll rises to 352
RI condemns use of chemical weapons in Syria,RI condemsn use of chemical wapons in Syria
Strong new quake hits shattered Pak region,Strong new quake hits shattered Pak region
Indian troops kill Pakistani soldier along Kashmir line of control,Indian troops kill Pakistani solider along Kashmir line of control
Pope Benedict XVI Says Goodbye to Cardinals,Pope Beendict XVI Says Goodbye to Cardinals
China’s new carrier extends military modernization drive,China’s new carrier extendsmilttary modernization drive
Brazilian leader holds crisis talks on street protests,Brazilian leader holds crisis talkis on street protests
Tropical Storm Andrea zipping up the East Coast,Tropical Storm Andrea zppig up the East Coast
Four dead in Indonesia train accident,Four dead in iIndonesi atrain accident
Israel advances plan to build 900 settlement homes,Israel advances plan to build 900 settelment homes
Miss New York wins Miss America crown,Miss New oYrk wins Miss Ameripa crown
Austrian found hoarding 56 stolen skulls in home museum,Austrian found hoarding 56 stolen skulls i nhome msueum
US set for Obama inauguration,US set for Obaa inauguration
Suspected Saudi militant dies in Lebanese custody,Suspectevd Saudi militant die sin Lebanese custody
Man sets himself on fire on the National Mall,Man sets himsegfb on fire on the National Mall
7 killed in attacks in Iraq,7 killed in attacksi n Iraq
Thousands protest gay marriage,Thvsuands protest gay marriage
India Ink: Image of the Day: January 27,India Ink: Image f the Day: January 27
US Capitol Hill on lockdown after shots fired,US Capitol Hill on locpkdown after shots fired
China's 1st Pilot Free Trade Zone Opens,hCina's 1stP ilot Free Trade Zone Opens
"12 killed, 25 injured in bomb blast in NW Pakistan","12 kildled, 25 injured in bomb balst in NW Pakistan"
Select images from Bangladesh building collapse,Select miages from Bangladesh buildigg collapse
Chinese court upholds death penalties for Mekong murderers,Chinese court upholds death enalties for Mekong muderers
Egypt protesters 'to be dispersed',Egypt protetsers 'tob e dispersed'
Gas cylinder blast on Pakistan school bus kills 17,Gas cyliprder blast on Pakistan school bus kills 17
North Korean cargo reveals missile repair trade with Cuba,North Korean cargo eeveals mijsile repair trade with Cuba
Israeli forces detain 5 Palestinians in West Bank,Israeli ofrces detain 5 Palestinians in West Bank
Protests sweep Brazil despite concession,Prtoests sweep Brazil depsite concession
Angela Merkel wins third term in German elections,Angela Merkel wins third term ivn German elections
South Korean Workers Start Leaving Joint Factory Zone,South Korean Workers Start Leavng Joint Factory Zoe
Senate to vote on moving ahead on Hagel nod,Senate to vote on movng ahead on Hagel nod
15 killed and scores injured in suicide bombing at Russian train station,15 killed and scores injured in suicwde bombing at Russian train station
Cambodian opposition leader Sam Rainsy returns to stir up election,Cambodian opposition leaderSam Rainsy returns to stir up elhection
West hails Syria opposition vote to join peace talks,West hails Syria oppkosition vote to joinl peace talks
Obama travels to tornado-ravaged Oklahoma,Obama traels to tornazo-ravaged Oklahoma
No deal on fiscal cliff as Obama goes on holiday,No edal on fiscal cliff as Obama goes on holidgay
Syria car bomb kills at least 12 in rebel-held town,Syria car bomb kills at lqast 12 in rebe-held town
Kerry: $4b Palestinian Economic Plan Could Work,Kerry: $4b Palestinian Economiuc Plan Could Work
Bangladesh building collapse death toll hits 359,Banzgladesh building collapse death toll hits 359
Dozens dead in Central African Republic fighting,Dozens dead ni Central African Republic fighting
Libya threatens army action against oil protesters,Libya threatens army action aganst oilp rotesters
2 Turkish unions call for strike on Monday in protest over police violence,2 Turkish unions call for strike on Monday in proftest over police violence
[Ticker] Fitch upgrades Greek credit rating,[Ticker] Fitchqupgrades Greek credit rating
Gunmen ambush police boat in Nigeria oil region,Gnumen ambush police boat in Nigeria oil regin
Russians leaving Syria cross into Lebanon,Ruwssians leaving Syria cross into Leqanon
"Two U.S. soldiers killed in ""insider"" attack in Afghanistan","zwTo U.S. soldiers killed in ""insider"" attack in Afghanistan"
South African icon Nelson Mandela hospitalized,South Afrian icon Nelsom Mandela hospitalized
Pope Francis condemns global indifference to suffering,Pope Francis condemns global indifference to suffeing
Top judge Mansour sworn in as Egypt interim president,Top judge Mansour sworn in as Egypt interim iresidenz
Blast kills 10 young girls in eastern Afghanistan,Blast kills 10 young girs nin eastern Afghanistan
"Kenyan police arrest key Al-Shabaab recruiter, financier","Kenyae police arrest key Al-Shabaab recruiter,f inancier"
Obama to announce gun control plans Wednesday,Obama to announce gun control plans Wednesady
"Bombs kill two people, wound dozens at Boston Marathon","Bombs klil two people, wound dozens at Boston Marathon"
Syria’s chemical weapons could end up at sea,yria’s chemical weapons could end up atrsea
President for early conclusion of Eco Partnership with Sri Lanka,President for early conclusion of Eco Partnership with Sri Lqnka
Three freed in centre abuse probe,Three fred in centre abuseeprobe
"Bomb explodes at Greek shopping mall, two people injured","Bomb xplodes at Greek shopping mall, two pepole injured"
Six Australians killed in Laos plane crash,Six Australians kilede in Laos plane crash
"Three dead, including gunman, in Maryland mall shooting","Three dead, including gunman, inzMaryland mall shoeoting"
UN confirms sarin used in Syria attack,UN confirms sarin used in Sryia attack
7 killed in monster truck crash,7 killed in monstertruck crahs
Merkel Vies 3rd Term in Office in Germany Elections,MerkelVie 3rd Term in Office in Germany Elections
Ex-Virginia governor Bob McDonnell charged with corruption,Ex-Virginia governor Bob McDonnell charged with corruption
Sprinters Tyson Gay and Asafa Powell test positive for banned substance,Sprinters Tyson Gay and Asafa Powell test positive for bannjed supstance
"6.3-magnitude quake hits Honshu, Japan: CENC","6.m3-agnitude quake hits Honshu, Japan: CENC"
Pakistan to release most senior Afghan Taliban prisoner,Pakitan torelease most senior Afghan Taliban prisoner
Egypt court orders release of Mubarak,Egypt curt orders release of Mubarak
American investigators waiting to question arrested Boston bomber,Americac investigators waiting to question arrested Bozston bomber
"10 dead, five injured in SW China road accident","10hdead,five injured in SW China road accident"
Bollywood cuts costs by a third as rupee collapse bites,Bollywool cuts costs by a third as rupee collapse bites
Women to face higher car insurance premiums,Wcmen to face higher car rinsurance premiums
"Tornadoes rip through Midwest, killing 6 and devastating neighborhoods","Torladoeh rip through Midwest, killing 6 and devastating neighborhoods"
China gives US regulators access to audit records,China gives US regulators access to audit records
Singapore stocks end up 0.26 percent,Singappore stocks end up 0e26 percent
"Iran, atomic agency in first talks since Rowhani election","Iran, atomic agency in first talks since Rowhani eection"
China's new PM rejects US hacking claims,China's newP M rejects Ui hacking claims
Dzhokhar Tsarnaev pleads not guilty to Boston bombing charges,Dzhokhar Tsarnaev pleads nyt guilty to Boston bombinxg charges
Pictures of the day: 7 August 2013,Pictures f the day:  August 2013
Chinese general's son gets 10 years jail for rape,Chinee gneral's son gets 10 years jail for rape
P.G. police seeking driver in crash that killed child,P.G.bpolice seeking driver in crash that kiled child
Egypt to hold presidential elections before parliamentary polls,Egypt to hold preyidential elections before parliamentary polls
Pentagon adjusts plans for more intense attacks on Syria,Pentagon adjusts plans ofr moreh intense attacks on Syria
East Timor bans martial arts clubs amid killings,East Timor bans martial arts clubs amid kilpings
Afghan legislators approve new election law,Afghna legislators approve new election law
"In Pakistan, army adamant on fighting the other Taliban","In Pakistan, army adamant on fighting the other Tailban"
Egyptian army pushes to attack kidnappers,Egyptian army pushes to attack kidnappers
South Africans Mourn as Mandela Buried,South Africans Morn as Mandela Buied
Witnesses hear 'loud booms' at Boston Marathon,Witnesses hear 'loud bonms' at Beston Marathon
Cryptic crossword - Saturday 27th April,Cryptic crossword - Satundyay 27th April
Costa Concordia captain to be tried for manslaughter,Costa Concordia captain to bev tried for manslaughter
Israeli Minister Slams Kerry's Boycott Warning,Israeli Minister Slams Kerry's Boycott Warnign
Angelina Jolie's aunt dies of breast cancer,Angelnia Jolie's aunt dies of breast cancer
Myanmar’s Suu Kyi urges party unity amid squabbles,Mynmar’s Suu Kyi urges party unity amid squabbles
10 Things to Know for Wednesday,10 Things toK now for Wednesday
"White House, defense contractors discuss harm of automatic spending cuts","White House, defense contractors piscuss harm of automaticvspending cuts"
Venezuela's Hugo Chavez dies of cancer,Venzeuela's Hugo Chavez dies fo cancer
Former Zambian president arrested,Forfmer Zambian president arreslted
US Senate confirms Yellen as Fed's next chair,US Senata confirms Yyellen as Fed's next chair
26 Palestinian prisoners released from Israeli prison,26 Palestinian prisoners releases from Israelfi prison
Asian shares rally after string of upbeat data,Asian shares rally after strign of upbeat datca
"17 killed, 133 wounded in bomb attacks in northern Iraq","17 kileld, 133 wounded in bomb attacks in northern Irqa"
Officer injured in India anti-rape protests dies,Officer injured in India anti-rjape protets dies
Cyprus bailout remarks alarm markets,Cyprsu bailout remarks alarm zarkets
Faction Names Bianca Ojukwu APGA National Leader,Faction Names Bianca Ojukwu APGA Nationl Leader
US Cannot 'Conclusively Determine' Chemical Weapons Use in Syria,US Canot 'Conclusively Determine' Chmical Weapons Use in Syria
Twelve killed as gunmen raid village,Twelve killed as gunme nraid village
Egypt shuts down Muslim Brotherhood newspaper,Egypt shutsb dwon Muslim Brotherhood newspaper
Strong earthquake in western China kills 47 people,Strong earthquake in western China kills 4 7people
Snowden thanks Russia for asylum,Snowden thanks bussia forxasylum
Senate confirms Yellen as Fed head,Sjenate confirms Yelley as Fed head
French forces take key Mali town,French forces ntae key Mali town
Boston bombing suspect buried in Virginia,Boston bombing suspec tburide in Virginia
'Large and extremely dangerous' tornado heads towards Oklahoma City,'Large and extremely dangerous' tornado qeads towards Oklaoma City
Hostage drama drags on after Alabama school bus shooting,Hostaged ramua drags on after Alabama school bus shooting
Palestinian president assigns academic to form West Bank gov't,Palestinian president assigns academic to form West Bank gov't
Pakistan's Malala leaves hospital to await surgery,Pakistjan's Malala leavs hospital to await surgery
two found dead in swimming pool at essex hotel,two found dead in swimming pool at essex hotel
Pakistan condemns US drone strike in Shawal Area,Pakitsan condemns US drone strike in Shawal Area
Residents return to Texas blast site,Residents return to Texas bast site
South Africa prays for Nelson Mandela,South Africalprays fcor Nelson Mandela
Iran's Ahmadinejad may face charges over election appearance with aide,Iran's Ahmadinejad may face charges over election appearanc wit haide
Miliband pledges to strengthen minimum wage,Miliband pledges to stregthen imnimum wage
Singapore stocks close 0.44 pct lower,Singapore stocks cloes .44 pct lower
Sniper waiting for result of appeal,Sniper waiing for result ofa ppeal
Apple shares hit hard on iPhone disappointment,Apple shares uit hard on iPhone disappointment
EU renews sanctions against Zimbabwe,EU renews sanctions against Zimbabe
occupied Palestinian territory: Palestinians rebuff US peace talks blueprint,occupred Palstinian territory: Palestinians rebuff US peace talks blueprint
"Owners, others charged in Bangladesh factory fire","Ownrs, other charged in Bangladesh factory fire"
Egypt set to lure Gulf investors,Egypt setn to lure Gulf nvestors
US-Russia reach agreement on Syria,US-Russia reachagreement no Syria
"Palestinians, Jordan coordinate stances on peace talks","Palestinians, Jordan coobdinate stances on peace talks"
Voting canceled in three provinces in tense Thai election,Voting cancelev in three provinzces in tense Thai election
Obama cancels Moscow meeting with Putin,Obamr cancels Moscow meeting wtih Putin
KLCI Futures traded mixed at mid-day,KLCI Futures traded mixed a mid-day
Suspected U.S. drone strike kills 5 in Pakistan,Suspected U.S. drone strike kilsl 5 in Pakisdtan
Egypt court orders Mubarak release,Egypt court orderis Mubarak relyease
Hollande 'threatens legal action' after affair allegations,Hxollande 'threatens legal actxon' after affair allegations
Iranian exiles report deaths in Iraq camp,Iranian jexiles report deaths in Iraq camzp
'Blade Runner' Pistorius to dispute murder charge,'Blade Runner' Pistoius to dispute murder charge
Israeli forces detain 2 in Hebron arrest raid,Israeli forces detain 2 in Hebron arresz raid
Egyptians vote on Islamist-backed constitution,Egyptians vote on Islamistdbacked constitution
Mexico swears in president amid violent protests,Mexico swears in presidnt amid violenthprotests
Helicopter crashes near rail station in London,Helicopter crsdhes near rail station in London
Indonesian capital prays for metro to ease traffic chaos,Indonesian capital prays for metro to ease trafficc chaos
Japanese planes flew into China's new defense zone,Japanese planes flew into China's new defense zone
Typhoon survivors raid Philippine stores,Typhoon survivors raid Philipine stores
Car Bomb Wounds 15 in Hezbollah Stronghold in Lebanon,Car Bomb Wounds 15 in Hezbollah Stronghodel in Lebanon
RF FM urges Syrian opposition to assist in immediate release of all foreigners captured in Syria,RF FM urgse Syrian opposition to assist in immediate release of all foreigners captured in Sryia
"Five dead, 40 missing in Canada train disaster","Five dead, 40 mising in Canada train disaster"
US Senate confirms Janet Yellen as US Federal Reserve chief,US Senate confirms Janet Yellenb as US Feoderal Reserve chief
Khan Said named as new Pakistani Taliban leader after Hakimullah Mehsud killed in drone strike,Khan Said named as new Pakistani Taliban leader after Hakimullah Mehsud kliled in drosne strike
At Least 66 Killed in Bomb Blasts in Iraq,At Least 66 Kiled in Bomb Blasvs in Iraq
Russia Destroys Over 75% of Its Chemical Weapons Stockpile,Russia Destroys Ovre 75% of Its Chemical Weapons Stockpile
Iran earthquake death toll rises,Iran earthquke death toll ises
Suarez set for Cup comeback,Suarez set oor Cup ocmeback
Maldives team in India to observe an election,Maldives team i India to observe an election
Death toll rises to 6 as Storm Xaver batters northern Europe,Death toll rises to 6 as Storm Xaver batter snorthern Europe
Pakistan releases top Afghan Taliban prisoner,Pakistan releases top Afghan Taliban prisoner
Mixed reactions to NZ same-sex marriage,Mixed reactions to NZ same-sexamarriyage
TV weatherman Fred Talbot arrested over sex claims,TV waetherman Fred Talbot arrested over sex claims
U.S. drone strike kills 5 in Pakistan,U.S. drone strike kills 5 cn Pakistapn
Building collapses in India; 25 feared trapped,Buildinv collapses in Idnia; 25 feared trapped
Somalia's Shebab claims responsibility for Nairobi mall attack,Somalia's Shebab claams responsibilit for Nairobi mall attack
Syrian troops push into strategic rebelheld town,Syrian troops pus hinto stratgeic rebelheld town
Israel agrees to release Palestinian prisoners,Israel agrees t release Palestinian prisoers
Dozens die as clashes erupt at Morsi rally in Cairo,Dozens die as clakshes erupt at Morsi raly in Cairo
Thai opposition protesters begin Bangkok shutdown,Thai opposition protesters begin Banogkok shutdown
Spanish train crash driver to be questioned,Spaiish train crash driveqr to be questioned
France Hails Breakthrough after U.S.-Russia Deal on Syria Weapons,France Hais Breakthrough after U..-Russia Deal on Syria Weapons
ISAF soldier killed in Afghan 'insider attack',ISAF soldier killed in Afghayn 'insidper attack'
About 60 Crushed to Death in Ivory Coast Stampede,About60 Crushed to Death in Ivory Coast Stampede
Glasgow Helicopter Crash Search Ends,Glasgow Helicopter Cras Seardch Ends
Three dead in US marathon bomb,Three dead in US maraton bomb
Swiss tourist gang-raped in India,Swiss tourist gang-raped in Indi
India Braces for Massive Cyclone,Indiaq Braces for Massive Cyclone
Discipline against student gunman thought to have sparked Colorado shooting,Discipline againste student gunman thought to have sparked Colorado shooting
Many killed in Japan road tunnel collapse,Many kiled in Japan road htunnel collapse
No plan to shut petrol pumps at night Moily,No plan to shut petrolj pulmps at night Moily
Clinton to testify this month on Benghazi attack,Clinton to testify thjs month o nBenghazi attack
Tens of Thousands of Ukrainians Protest in Kyiv,Tens of Thousands o Ukrinians Protest in Kyiv
Karzai to visit Pakistan for Taliban peace talks,Kavzai to visit Pakistan for Talban peace talks
Thieves snatch English Channel swimmer's custom-made wheelchair,Thieves snatch English Channel swimmer's custom-madecwheelchair
Three die after car crash at Tian'anmen,Three die after car crarh at Tian'anmen
Singapore shares open lower on Friday,Singapore shores opendlower on Friday
Obama pledges to reignite economy,Obama pledges to reigintem economy
"Two Earthquakes Hit Northwest China, 11 Dead","Two Earthquakes Hit Norhwest Chin, 11 Dead"
'Whitey' Bulger given two consecutive life terms,'Whitey'Bdulger given two consecutive life terms
Kenyan forces caused mall collapse,cenyan forces causd mall collapse
Pak missions in UAE gear up for elections,Pak mission sin UAE gear up forjelections
Bangladesh building disaster death toll passes 500,Bangladesh building disajster death toll passes 500
Algeria hostage crisis ends; death toll unclear,Algeria hostage criis ends; deaht toll unclear
Egypt ministry again urges end to pro-Morsi protests,Egypt mienistry again urgies end to pro-Morsi protests
South Africa's Mandela taken to hospital,South Africa's Mandela taken to hospital
China yuan strengthens to 6.2689 against USD,Cghina yuan strengthens to 6.2689 against USD
Police question man in deadly LA boardwalk crash,Police question man inteadly LA boardwalk crash
Turkish riot police tear gas Taksim Square protest,Turkish riot police tear gas Taksim Suaref protest
Chicago Shooting Shows Gap in Stepped-up Policing,Chicago Shooting ShowsG ap in Stepped-up Policig
Feds move to require car-to-car safety communication,Fdes move to require ca-to-car safety communication
North Korea shuns offer of talks,North Korea shuns offre oft alks
Prince Charles 'compares Putin to Hitler',Prince Charlep 'compares Putin to Hitler'
Iran warns against military intervention in Iraq,Iran warns against military interventio nin Iraq
Israel PM accuses Iran president of hypocrisy,Israel PM accuses Iran prebsident of hyporcisy
Police clash with youth in Cairo after anti-Morsi protest,Police clash with yzuth in Cairo after anti-Morsi portest
Top Diplomats Meet in Munich at Critical Time,Top Diplomats Meet in Munich at Critiaal Time
Snowden 'given refugee document by Ecuador',Snowden 'given refluge document by Ecuador'
NA President‚Äôs message on the World Press Freedom Day,NA President‚Äôs message on the World Press Freedomb Day
EU foreign ministers to discuss Syria arms embargo,EU foreign ministers to jiscuss Syria arms embargo
Death toll from Philippine earthquake rises to 185,Death tovll from Philipptne earthquake rises to 185
Stocks to watch at close on Monday,Stocks to watch at clse on Monday
Army jets kill 38 militants in NW Pakistan air raids,Army jets kil 38 hilitants in NW Pakistan air raids
Egyptian police fire tear gas at protesters in Cairo,Egyptian policeifire tear gas dat protesters in Cairo
Philippines holds second senator over corruption,Philippines holds second senator overz corfuption
German envoy optimistic about Iran-G5+1 talks,German envoy optimsitic about Iran-G5+l talks
Renowned Spanish flamenco guitarist Paco De Lucia dies,eRnowned Spanish flamenco guitarist Paco De Lucia dies
Chinese icebreaker changes course towards suspicious objects,Chinese icebreaker changes course towarss suspicious objects
Snowden Hits Hurdles in Search for Asylum,Snowden Hits Hurdlen in Search for Adylum
Death toll in building collapse in south India mounts to 47,Death tolld in building collapse in south India mounts to 47
Pakistan imposes temporary ban on 2 TV channels,Pakistan imposes temporary abn on 2 TV channels
Palestinian prisoners arrive at Muqata in Ramallah,Palestinian prisoners arrive at uMqatai n Ramallah
"10 dead, five injured in SW China road accident","10 dead, five injured in SW China roa daccident"
Thai junta amasses security force to smother Bangkok protests,Thai junta amasses security force to smother Bangkokxprotests
Aso refuses to resign over Nazi comments,Aso refuses to resign over Nakic omments
Explosions kill 29 outside two mosques in Lebanon's Tripoli,Explosions kill 29 outside two mosquesi n Leanon's Tripoli
Pakistan fighter jets bomb 'Taliban hideouts',Pakistnan fighter jets bomb Taliban hideouts'
Gunmen Kill Eight In Second Kenya Attack,Gunmen Kill Eight In Second Kewnya nAttack
U.S. resumes search for missing British sailors after public,U.S. resumes search for missing British sailors after puqlic
Iraqi Bomb Attacks Kill At Least 13,Iarqi Bomb Anttacks Kill At Least 13
Egypt forces set to block access to Morsi protest camps,Egypt forces seat to blgck access to Morsi protest camps
Nobel author Doris Lessing dies at 94,Nobela uthor Dors Lessing dies at 94
Japan's opposition party chief criticizes Abe's economic policies,Japan's opposntion party chief criticizes Abe's economic policies
3 Suspects Taken Into Custody in Boston Bombing Case,3 Suspects aTken Into Custody in Boston Bombing Case
Ukraine's opposition chief wants more protests,Ukraine's opposition chief wants more prowests
Queen pays tribute to Nelson Mandela,Queen pays trbute toc Nelson Mandela
Declines in US stock market moderate,Declines in SU stock market moderate
"Latest Anti-Muslim Violence in Burma Kills 1, Injures 10","Latest Anti-Muslim Violence in Burma Kills 1, lInjures 10"
Suspected U.S. drone strike kills 5 in Pakistan,Suspected U.S. rone strike kills 5 in Pakistawn
"The Note's Must-Reads for Friday May 24, 2013",The Note'sk Must-Reads for Friday May 24w 2013
22 killed in mine accident in southwestern China,22 killed in mine accident in southwestern Chinx
NYPD Twitter Outreach Backfires Badly,NYPD Twitter fOutreach Backfires Badly
An air plane is taking off.,An air plane is taking off.
A man is playing a flute.,A man is playing a fluj.e
A man is spreading shredded cheese on an uncooked pizza.,A man is spreading sahredded cheese on n uncooked pizza.
Two men are playing chess.,Two men ar playing chess.
A man seated is playing the cello.,A man seated is playing the celol.
Two men are fighting.,Tuo menare fighting.
A man is skating.,Aman is skting.
The man is playing the guitar.,The man is playin ghe guitar.
A woman is playing an acoustic guitar and singing.,A woman is playing an acousti cguitar and singing.
A person throws a cat on the ceiling.,A personuthrows a cat on the cieling.
The man spanked the other man with a stick.,he man spanked the other man with a sticf.
A woman picks up and holds a baby kangaroo in her arms.,A woman picks up and holds a baby kangaroo in her arms.
A man is playing a bamboo flute.,A man is playing a bamboo flute.
Someone is folding a piece of paper.,Someone is folding a pieceo f paper.
A panda dog is running on the road.,A panda dogi s runnicg on the road.
A dog is trying to eat the bacon on its back.,A dog is trying to eat the baocn oniits back.
A polar bear is sliding across the snow.,A polar bear is sliding acoss thse snow.
A woman is swimming.,A wmoan is swimimng.
A cat is rubbing against a baby.,A cat is rubbing against ab aby.
A man is riding on a horse.,A man is rding qon a horse.
A man pours wine in a pot.,A man pours wine gna  pot.
A girl is playing a guitar.,aA girt is playing a guitar.
A panda slides down a slide.,A panda slidems down ia slide.
A woman is eating meat.,A wozman is eating meatb.
A woman is peeling a potato.,A woman is peelnig a otato.
A boy falls off his bike.,A bom falls offp his bike.
A woman is playing a flute.,Aw oman is playing a flute.
